"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","second choice","Agronomy","daytime","Other - 11th year of schooling",133.1,"Portuguese",130,"no","no","no","male","no",6,0,6,0,15.5,"Dropout"
"single","third choice",NA,"daytime","Secondary education",137,"Portuguese",130.4,"yes","no","yes",NA,"no",NA,1,5,3,7.6,"Dropout"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",122,"Portuguese",116.1,NA,"no",NA,"male",NA,5,4,5,5,9.4,"Dropout"
"single","second choice","Agronomy","daytime",NA,130,"Portuguese",130,"no","no","no","male","no",10,5,7,6,15.5,"Dropout"
"single","third choice","Management (evening attendance)","evening","Secondary education",140,"Portuguese",124.3,"yes","no","no",NA,"no",5,0,NA,0,12.7,"Dropout"
NA,"seventh chioce","Advertising and Marketing Management","daytime",NA,125,"Portuguese",125,"yes",NA,"no","male","no",6,4,6,5,10.8,"Graduate"
"single","second choice","Social Service (evening attendance)","evening",NA,110,NA,110,"no","no","no","male","no",12,11,11,10,11.1,"Graduate"
"single","second choice","Agronomy","daytime","Secondary education",133.1,NA,115,"no","no","yes","male",NA,12,12,12,12,15.5,"Graduate"
NA,"second choice","Nursing","daytime","Secondary education",132,"Portuguese",129.6,"no","yes","no","male","no",7,6,8,7,NA,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",122,"Portuguese",128.8,"yes","no","no","male","no",12,5,12,4,8.9,"Dropout"
"single","fourth choice","Animation and Multimedia Design","daytime","Secondary education",155,"Portuguese",144.2,"yes","no","no","male","no",0,0,NA,0,NA,"Graduate"
"married","second choice","Social Service","daytime","Secondary education",120,"Portuguese",134,"no","no","no","male","yes",6,6,NA,NA,8.9,"Dropout"
"single","second choice","Management","daytime","Secondary education",NA,"Portuguese",112,"no","no","no","male","no",9,5,9,7,12.7,"Dropout"
"single","third choice",NA,"daytime","Secondary education",144,"Portuguese",128.8,"yes","no","no",NA,"no",7,6,7,6,7.6,"Graduate"
"single","second choice","Informatics Engineering","daytime","Secondary education",130,"Portuguese",134,"no","no","no","male","yes",5,5,5,4,12.7,"Enrolled"
"single","second choice","Tourism","daytime","Secondary education",NA,"Portuguese",125,"no","no","no","male","no",6,5,6,2,12.7,"Enrolled"
"single","fifth choice","Informatics Engineering","daytime","Secondary education",133,"Portuguese",123.2,"yes","no","no","male","no",5,NA,5,5,8.9,"Graduate"
"single","fourth choice","Informatics Engineering","daytime","Secondary education",131,"Portuguese",NA,"no","no","no","male","no",5,NA,5,2,7.6,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",116.2,"no",NA,"no",NA,"no",6,5,6,5,11.1,"Dropout"
"single","second choice",NA,"daytime","Secondary education",133.1,"Portuguese",123,"no","no","no",NA,"yes",5,3,5,5,9.4,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime",NA,118,"Portuguese",113.5,"yes","no","no","female","yes",6,5,6,6,12.4,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Higher education - degree (1st cycle)",120,"Portuguese",125,"no","no","no","female","no",6,6,6,4,11.1,"Enrolled"
NA,"fourth choice",NA,"daytime","Secondary education",133.1,"Portuguese",134.8,"yes","no","no","female","no",6,0,6,0,7.6,"Dropout"
"single",NA,"Animation and Multimedia Design","daytime","Secondary education",145,"Portuguese",149.9,"yes",NA,"no","female","no",0,0,0,0,NA,"Graduate"
NA,NA,"Nursing","daytime","Secondary education",125,"Portuguese",119.8,NA,"no","no","female","yes",8,NA,8,8,9.4,"Graduate"
"single","second choice",NA,"daytime","Secondary education",125,"Portuguese",125,"yes","no","no","female","no",5,0,5,4,10.8,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",148,"Portuguese",135.1,"yes","no","yes","female","no",7,0,8,0,13.9,"Dropout"
"single","fifth choice","Communication Design","daytime","Secondary education",139,"Portuguese",138.3,"yes","no","no",NA,"no",6,6,6,6,9.4,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",130,"Portuguese",122.5,"yes","no","no","female","no",8,7,8,NA,10.8,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",NA,"Portuguese",148,"yes","no","no","female","no",12,10,NA,NA,15.5,"Graduate"
"single","third choice","Journalism and Communication","daytime","Secondary education",130,"Portuguese",126.2,"yes",NA,"no","female","no",6,6,NA,5,NA,"Graduate"
"single","fifth choice","Nursing","daytime","Frequency of higher education",134,"Portuguese",129.8,NA,"no","no","female","no",7,6,7,6,7.6,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",104,"no","no","no","female","no",NA,1,5,NA,10.8,"Dropout"
"single","fifth choice","Nursing","daytime","Secondary education",NA,"Portuguese",NA,"yes","no","no","female","no",7,7,8,8,13.9,"Dropout"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",130,"Portuguese",120,"no","no","no","female","no",6,5,6,5,9.4,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",137,"Portuguese",124.6,"no","no","no","female","no",7,7,8,8,15.5,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",130,"Portuguese",130,"yes","no","no","female","no",6,5,NA,4,12.4,"Enrolled"
"single",NA,NA,"evening","Secondary education",140,"Portuguese",127.3,"no","no","no","female","no",5,0,5,0,11.1,"Dropout"
"single","second choice","Management","daytime","Secondary education",150,"Portuguese",122,"yes","no","no","female","no",15,13,14,14,9.4,"Graduate"
"single","second choice","Social Service","daytime","Higher education - degree",130,"Portuguese",125.1,"no","no","yes","female",NA,6,0,NA,0,16.2,"Dropout"
"single","second choice","Veterinary Nursing","daytime","Secondary education",133.1,"Portuguese",NA,NA,"no","no","female","yes",NA,6,6,6,11.1,"Graduate"
NA,"second choice","Social Service","daytime",NA,134,"Portuguese",129.8,NA,"no","no","female","yes",6,6,6,6,15.5,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",125,"Portuguese",114.9,"no","no","no","female","yes",6,6,6,5,11.1,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",141,"Portuguese",125.6,"yes","no","no","female","yes",7,6,8,6,11.1,"Graduate"
"single",NA,"Communication Design","daytime","Secondary education",138,"Portuguese",125.1,"yes","no","no","female","yes",6,6,6,6,15.5,"Graduate"
NA,"second choice","Journalism and Communication","daytime","Secondary education",116,"Portuguese",NA,"yes","no","yes","female","no",6,3,6,0,12.4,"Dropout"
"single","fourth choice",NA,NA,"Secondary education",122,"Portuguese",112.6,"yes",NA,"no","female","no",6,NA,6,5,7.6,"Enrolled"
"single","fourth choice","Journalism and Communication","daytime","Secondary education",131,NA,127.2,NA,"no","no","female","yes",6,6,NA,5,12.4,"Dropout"
"single","second choice","Equinculture","daytime","Technological specialization course",140,"Portuguese",140,"no","no","no",NA,"no",6,NA,6,0,12.7,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","female","no",6,5,6,5,12.4,"Graduate"
"single","fifth choice","Social Service","daytime","Secondary education",127,"Portuguese",120.4,"yes","no","no","female","yes",6,6,6,6,11.1,"Graduate"
NA,NA,"Veterinary Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",100,"yes","no","yes",NA,"yes",6,0,6,0,13.9,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",117,"Portuguese",113.5,"yes","no",NA,"female","yes",6,6,6,6,11.1,"Graduate"
"single",NA,"Veterinary Nursing",NA,NA,150,"Portuguese",132.1,"yes","no","yes","female","no",5,4,5,2,12.7,"Dropout"
NA,"second choice","Agronomy","daytime","Technological specialization course",160,"Portuguese",NA,"yes","no","no","female","no",6,6,6,NA,16.2,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",128,"Portuguese",126.3,"yes","no","no","female","no",NA,6,6,6,15.5,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",160,"Portuguese",160,"yes","no","no","female","no",6,4,NA,2,12.4,"Enrolled"
NA,"second choice","Oral Hygiene","daytime","Secondary education",126,"Portuguese",100,"no","no","no",NA,"no",7,3,8,3,10.8,"Enrolled"
NA,"second choice","Nursing",NA,"Secondary education",135,"Portuguese",NA,"yes","no","no","female","no",8,7,8,7,10.8,"Graduate"
"single",NA,"Communication Design","daytime","Secondary education",139,"Portuguese",142.2,"yes","no","no","female","yes",6,6,6,6,9.4,"Graduate"
NA,"third choice","Basic Education","daytime","Secondary education",125,"Portuguese",119.4,"yes","no","no","female","no",7,7,7,7,12.4,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",106,"Portuguese",106.4,"yes","no","no","female","yes",NA,5,7,6,12.4,"Enrolled"
"single",NA,"Social Service (evening attendance)","evening","Higher education - degree (1st cycle)",120,"Portuguese",120,NA,"no","no",NA,"no",10,4,9,4,8.9,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",150,"no","no","no",NA,"yes",6,3,6,3,15.5,"Enrolled"
"single","third choice","Animation and Multimedia Design","daytime","Secondary education",130,"Brazilian",148.6,"yes","no","no","male","no",0,0,0,0,11.1,"Dropout"
"single",NA,"Social Service","daytime","Secondary education",116,"Portuguese",108.7,"yes","no","no","male","no",6,5,6,0,11.1,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",NA,"Portuguese",130,"no",NA,"no",NA,"no",NA,5,6,6,NA,"Enrolled"
NA,"second choice","Social Service","daytime","Secondary education",140,"Portuguese",124.6,"yes","no","yes","male","no",NA,3,6,2,8.9,"Dropout"
"single","third choice","Nursing",NA,"Secondary education",134,"Portuguese",131,"yes","no",NA,"male","no",7,7,8,8,15.5,"Graduate"
"single","second choice","Equinculture","daytime","Technological specialization course",130,"Portuguese",130,"yes",NA,"yes",NA,"no",6,4,6,NA,12.4,"Dropout"
"single","second choice","Informatics Engineering",NA,NA,122,NA,116.1,"yes","no","yes","male","no",5,0,5,0,9.4,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",128,"Portuguese",125.6,"yes",NA,"no","male","no",6,0,6,0,8.9,"Dropout"
"single","second choice","Informatics Engineering","daytime","Secondary education",NA,"Portuguese",121.3,"yes",NA,"no","male","no",5,1,5,2,7.6,"Dropout"
"single","fourth choice","Informatics Engineering","daytime","Secondary education",113,"Portuguese",107.4,"yes","no","no","male","no",5,5,5,NA,NA,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",126,NA,NA,"no","no",NA,"male","no",6,NA,6,5,8.9,"Graduate"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",135,"Portuguese",123.5,"yes",NA,"no","male","no",6,0,6,NA,16.2,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime",NA,141,"Portuguese",130.5,"no","no","no","male","no",6,6,6,6,NA,"Graduate"
NA,"second choice","Veterinary Nursing",NA,"Other - 11th year of schooling",133.1,"Portuguese",140,"yes","no","yes","female","no",6,0,6,0,13.9,"Dropout"
"single","second choice",NA,"daytime","Secondary education",133.1,"Portuguese",117.1,"yes",NA,"no","female","yes",6,0,6,0,7.6,"Dropout"
"single",NA,"Nursing",NA,"Secondary education",144,"Portuguese",NA,"yes","no","no","female","yes",8,7,8,NA,12.7,"Graduate"
"divorced",NA,"Social Service (evening attendance)","evening","Secondary education",140,"Portuguese",126,"no",NA,"no","female","yes",9,9,7,7,12.7,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","11th year of schooling - not completed",100,"Portuguese",113,"yes","no","no","female","no",9,9,7,7,7.6,"Graduate"
"single","second choice","Management","daytime","Secondary education",135,"Portuguese",130.1,"yes","no","no","female","no",5,4,5,2,9.4,"Dropout"
"married","second choice","Management (evening attendance)","evening","Secondary education",130,NA,110,"yes","no","no","female","no",10,4,10,NA,7.6,"Dropout"
"single","fourth choice","Communication Design","daytime","Secondary education",147,NA,135.8,"yes","no","no","female","no",6,6,6,6,9.4,"Graduate"
"single","second choice","Social Service (evening attendance)",NA,"Basic education 3rd cycle (9th/10th/11th year) or equiv.",149,NA,126.3,"no",NA,"no","female","no",6,6,6,6,7.6,"Graduate"
"divorced",NA,"Communication Design","daytime",NA,130,"Portuguese",130,"no","no","no","female","no",18,NA,18,16,7.6,"Dropout"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",120,"Portuguese",104,"no","no","no","female","no",6,4,6,5,7.6,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",NA,"Portuguese",123.6,"yes","no","no",NA,"yes",7,5,7,5,7.6,"Enrolled"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",133.1,"Portuguese",121,"no","no","yes","female","no",NA,4,NA,4,8.9,"Dropout"
"single",NA,"Social Service","daytime","Secondary education",149,"Portuguese",130.5,"yes","no","no","female","no",11,9,11,9,10.8,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Higher education - master (2nd cycle)",180,"Portuguese",NA,"no","no","no","female","no",14,14,11,11,8.9,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",110,"Portuguese",112.5,"yes","no","no","female","no",10,9,7,7,7.6,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",131,NA,126.1,"yes","no","no","female","no",7,7,8,7,15.5,"Enrolled"
"single","second choice","Social Service","daytime","Secondary education",117,"Portuguese",111.8,"yes","no","no","male","no",6,NA,6,NA,8.9,"Dropout"
"single","second choice","Agronomy",NA,NA,120,"Portuguese",131.4,"yes","no","no","male","yes",18,18,13,13,15.5,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",160,NA,144.3,"no","no","no","male","no",6,0,6,0,13.9,"Dropout"
"single","second choice","Tourism",NA,"Secondary education",100,NA,NA,"no","no","no","male","no",6,0,6,0,11.1,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",140,"Portuguese",120,"yes","no","no","male","no",6,5,6,NA,12.4,"Enrolled"
"single",NA,"Agronomy","daytime","Secondary education",NA,"Portuguese",168.6,"no","no","no","male",NA,6,0,6,NA,13.9,"Dropout"
"single","seventh chioce","Journalism and Communication",NA,"Secondary education",141,"Portuguese",127.7,"yes","no","no",NA,"no",NA,6,6,6,9.4,"Graduate"
"single","second choice","Equinculture","daytime","Technological specialization course",130,NA,150,"no","no","no","male","no",6,4,6,2,11.1,"Dropout"
"single","second choice","Informatics Engineering","daytime","Secondary education",142,"Portuguese",129.8,"yes","no","no",NA,"no",5,0,5,1,10.8,"Enrolled"
"single","second choice","Animation and Multimedia Design",NA,"Secondary education",NA,"Portuguese",135.6,NA,"no","no","male","no",0,0,0,0,11.1,"Dropout"
"single","second choice","Tourism","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",NA,"no","no","no","male","no",6,3,NA,3,16.2,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","male","yes",6,5,6,5,12.4,"Graduate"
